cluster,volatility_ann_w1,volume_avg_w1,market_cap_avg_w1,volatility_ann_w3,volume_avg_w3,market_cap_avg_w3,volatility_ann_w5,volume_avg_w5,market_cap_avg_w5,volatility_ann_w10,volume_avg_w10,market_cap_avg_w10,volatility_ann_w30,volume_avg_w30,market_cap_avg_w30
0,0.23818719722465237,11277815.217391305,333804060177.8539,0.1866288462733074,12379615.942028986,330737205188.8388,0.21287555783498344,12538854.782608695,329613974649.76794,0.2574753061879759,13645579.782608695,329659538107.7871,0.27534912503437403,12507057.608695652,329980171746.663
1,0.23615292539869795,66058925.0,3803423114277.1045,0.2928636377857643,79215583.33333333,3775565942995.371,0.3176607238871163,78844995.0,3767290463660.5547,0.35460393009664937,88568807.5,3808756156856.8804,0.30021277140249003,75249306.66666667,3692156601569.035
