,AAPL,MSFT,NVDA,AMZN,GOOGL,META,ORCL,INTC,CSCO,ADBE,WMT,COST,HD,MCD,NKE,SBUX,LOW,TGT,BKNG,NFLX,JPM,BAC,WFC,C,MS,GS,BLK,AXP,SCHW,PYPL,UNH,JNJ,PFE,MRK,ABBV,LLY,TMO,DHR,BMY,AMGN,CAT,GE,BA,DE,XOM,CVX,COP,NEE,LIN,RIO
2023-09-13,84267900.0,16544400.0,398355000.0,60465200.0,20749500.0,13210900.0,27171000.0,35407800.0,13092200.0,3465200.0,14364300.0,1162700.0,2564300.0,1724300.0,7140700.0,5830200.0,2769400.0,2541500.0,250900.0,11843000.0,8325900.0,37215700.0,15274200.0,31031900.0,10617400.0,2165000.0,645200.0,2976700.0,13621300.0,9426600.0,2197800.0,7397500.0,23853300.0,6761500.0,5953700.0,3126600.0,2359100.0,3273456.0,19392200.0,2182800.0,2119300.0,3508651.0,3538100.0,1104200.0,13472800.0,5759500.0,3879700.0,8925700.0,1207500.0,1742300.0
2023-09-14,60895800.0,20267000.0,370097000.0,64033600.0,24751000.0,19343100.0,19849700.0,30616500.0,15760300.0,4786900.0,14923800.0,1257300.0,2707600.0,2219700.0,7075300.0,6039700.0,2621700.0,3760900.0,306300.0,10709000.0,10034900.0,44634800.0,20764500.0,19422800.0,8109600.0,2822700.0,660100.0,3209900.0,8074200.0,14564700.0,2334300.0,7758400.0,23759900.0,6872400.0,6336900.0,3244800.0,1598300.0,2132033.0,18147800.0,3072400.0,2660500.0,6637768.0,3974800.0,1272400.0,15210700.0,8822800.0,4686200.0,7944900.0,1231500.0,4917400.0
2023-09-15,109259500.0,37679800.0,506831000.0,102909300.0,38919600.0,28131100.0,23215000.0,68881200.0,44029200.0,9774500.0,63925200.0,2945300.0,7117800.0,5730700.0,10467300.0,8767600.0,9188500.0,4919800.0,857600.0,9116700.0,19863400.0,61661100.0,47371800.0,22983200.0,17629500.0,3063900.0,2816100.0,7273600.0,23653400.0,21843500.0,5334300.0,13392100.0,58063800.0,9639000.0,8868300.0,5941200.0,5179500.0,6425765.0,22379200.0,6161100.0,4940900.0,8437076.0,4670600.0,1986200.0,34568400.0,17439700.0,12441000.0,18391400.0,2820400.0,3552300.0
2023-09-18,67257600.0,16834200.0,500271000.0,42823500.0,21861300.0,14234200.0,11744100.0,29322200.0,11825000.0,2650700.0,12997800.0,1003100.0,2740400.0,2884800.0,6946300.0,4477500.0,3447200.0,5415200.0,211500.0,4704700.0,6512400.0,25752300.0,15849700.0,10467400.0,5501900.0,1356600.0,494400.0,2413400.0,8713500.0,14050000.0,1997500.0,5789000.0,25421900.0,3911300.0,2967600.0,2723600.0,1300100.0,2210429.0,16914900.0,1770100.0,1363200.0,4700880.0,4299200.0,969300.0,14045300.0,7027600.0,4945300.0,7534100.0,652000.0,2104200.0
2023-09-19,51826900.0,16505900.0,373064000.0,61482500.0,20353700.0,15924400.0,9536100.0,53288100.0,10748500.0,2385800.0,14019600.0,1144700.0,2776500.0,2128100.0,9386600.0,6803000.0,3449600.0,4056200.0,281400.0,4076800.0,7943400.0,34888100.0,15318100.0,11031700.0,5769000.0,1660200.0,428100.0,2230700.0,7313900.0,11441800.0,3230700.0,5550800.0,30323300.0,5818300.0,3509700.0,2185100.0,1181100.0,1994755.0,10455600.0,1528200.0,2313500.0,3882045.0,4039900.0,1957300.0,12562900.0,6615100.0,4190700.0,8215500.0,1458800.0,3329100.0
2023-09-20,58436200.0,21436500.0,367108000.0,46263700.0,29927500.0,19379500.0,8777100.0,57660800.0,12219900.0,2626000.0,10120800.0,1311500.0,2320000.0,1979300.0,10274200.0,4572100.0,2490000.0,3263500.0,182300.0,3866600.0,7332000.0,26641100.0,16788100.0,11240700.0,5268200.0,1224400.0,334100.0,1969700.0,8867700.0,11138900.0,3724800.0,3837400.0,24651400.0,4593600.0,2744800.0,1869900.0,1271300.0,1758665.0,8699600.0,3575300.0,2380300.0,5134919.0,3738800.0,1289700.0,11879900.0,5939100.0,3444600.0,5804000.0,1747300.0,2210600.0
2023-09-21,63149100.0,35560400.0,450736000.0,70343300.0,31503900.0,21319600.0,12645800.0,45240600.0,37436100.0,3844600.0,18782400.0,1687700.0,2766500.0,2370100.0,7958600.0,6108800.0,2959600.0,4133200.0,267300.0,5547900.0,8052400.0,39906000.0,14990500.0,12260100.0,6933900.0,1685100.0,547700.0,2712100.0,8686200.0,15361000.0,4703900.0,4526700.0,26980600.0,5856600.0,3660300.0,4049900.0,1606900.0,2718367.0,9597300.0,2437100.0,2277600.0,5760292.0,4745700.0,2209100.0,14400600.0,7150000.0,4470700.0,9458600.0,1362200.0,2540900.0
2023-09-22,56725400.0,21447900.0,479236000.0,59904300.0,26397300.0,25369600.0,11150000.0,29232700.0,17869500.0,2702100.0,13215000.0,1527300.0,2289200.0,1958300.0,9289400.0,5118900.0,2940100.0,6593700.0,236300.0,3692800.0,7071700.0,41284400.0,16780300.0,15438200.0,7420600.0,1669100.0,468300.0,2380600.0,7019500.0,12756700.0,4558500.0,4976700.0,28570800.0,5027200.0,3049200.0,2353800.0,1198000.0,3108317.0,8190700.0,1894100.0,1707800.0,6249463.0,4450900.0,2410500.0,13197300.0,5963000.0,3641100.0,11796500.0,1017300.0,3589000.0
2023-09-25,46172700.0,17836000.0,419091000.0,46017800.0,20094600.0,18987000.0,8410000.0,21729400.0,14224400.0,2219500.0,10459500.0,1313300.0,1882300.0,1895500.0,8291700.0,4818800.0,3971600.0,5353300.0,195200.0,3757300.0,7044700.0,32749200.0,10624000.0,10866800.0,4748800.0,833300.0,458300.0,2434400.0,6994300.0,11493800.0,2758500.0,6722500.0,19443700.0,6052200.0,3740000.0,1686500.0,961500.0,2142862.0,7006000.0,1705300.0,1257400.0,4741101.0,3527100.0,1383600.0,11316000.0,5510000.0,3291300.0,8656500.0,1558100.0,3076600.0
2023-09-26,64588900.0,26297600.0,402282000.0,73048200.0,25718700.0,19417200.0,13209000.0,34198300.0,15618400.0,2375400.0,14435700.0,2425100.0,2655500.0,2251600.0,8060500.0,6086600.0,2782400.0,6022200.0,216900.0,4089400.0,7468400.0,42237400.0,15219400.0,21786500.0,5557000.0,1481800.0,589000.0,2332100.0,8948800.0,11111900.0,2420200.0,4904800.0,26015500.0,5400500.0,3936300.0,1864300.0,1190000.0,2277319.0,9380600.0,2367600.0,1756400.0,6022043.0,3666300.0,1270400.0,11805400.0,5659200.0,5204500.0,9042600.0,1769500.0,2879700.0
2023-09-27,66921800.0,19410100.0,444935000.0,66553400.0,22746500.0,36429800.0,8916400.0,44369100.0,15845500.0,3311100.0,15711000.0,4591400.0,2513900.0,2735000.0,7631000.0,4731500.0,2860000.0,4498100.0,178400.0,3843500.0,6717800.0,38296300.0,11815500.0,15083400.0,5708200.0,1493000.0,548800.0,3705400.0,7746700.0,19171000.0,2593700.0,10211600.0,26430100.0,5635500.0,3621300.0,2004200.0,1344300.0,2532022.0,11365900.0,2331900.0,1991600.0,5912656.0,4015500.0,1403900.0,23976200.0,9124400.0,5364100.0,25606200.0,1254900.0,2227400.0
2023-09-28,56294400.0,19683600.0,424663000.0,54555000.0,22513100.0,22167100.0,7373600.0,32265300.0,17204400.0,2720000.0,11617200.0,2192400.0,2369600.0,2182400.0,16315600.0,4736300.0,2379000.0,4676500.0,270400.0,4369900.0,8868100.0,36734300.0,12454600.0,14409800.0,5665400.0,1389600.0,696100.0,3489800.0,6154300.0,11387600.0,2922000.0,7861900.0,28197600.0,4758800.0,3697400.0,2178800.0,1443300.0,2641663.0,8265100.0,2430700.0,1994700.0,5518337.0,8009500.0,1309200.0,16808100.0,7151800.0,3964600.0,31153800.0,1065500.0,3518400.0
2023-09-29,51861100.0,24147300.0,397830000.0,62411700.0,30859800.0,25373700.0,7299100.0,28763700.0,13951200.0,2796300.0,18842400.0,1887500.0,3502600.0,3367100.0,34935400.0,7700200.0,2304800.0,4738100.0,252300.0,4205300.0,11917800.0,40645900.0,13124500.0,16916100.0,6830500.0,1403900.0,539900.0,3579400.0,8061700.0,10550300.0,3006200.0,7680700.0,42421400.0,7232700.0,5581600.0,2967700.0,1380500.0,3692508.0,10902500.0,2118100.0,2257800.0,4924165.0,5158400.0,2124300.0,18813600.0,7396100.0,5308900.0,19047600.0,1474100.0,3334100.0
2023-10-02,52164500.0,20570000.0,433298000.0,48029700.0,22288000.0,16265600.0,5963500.0,26086200.0,13934000.0,2411500.0,12992700.0,1831700.0,2806800.0,4425000.0,12776300.0,6430500.0,2264900.0,6121300.0,160700.0,3102100.0,9170600.0,50388600.0,15102000.0,16178900.0,6722200.0,1303800.0,569000.0,2657600.0,8859300.0,12961500.0,3550400.0,7259700.0,44620600.0,7079700.0,3827800.0,2810100.0,1652100.0,6387700.0,8865300.0,1912300.0,1778200.0,5389278.0,5244700.0,1989800.0,14395000.0,6839600.0,4769500.0,54022800.0,1298400.0,3097500.0
2023-10-03,49594600.0,21033500.0,470850000.0,51565000.0,22989400.0,17362300.0,8783300.0,45292600.0,15700600.0,2004100.0,11253300.0,2007400.0,3609200.0,3408100.0,10964300.0,6666600.0,3532500.0,5370300.0,228200.0,8878100.0,9431100.0,62144500.0,19252900.0,19283400.0,7526800.0,3118600.0,678600.0,4184100.0,15459400.0,12014000.0,3143200.0,5740800.0,31059900.0,5924000.0,4580900.0,3266100.0,1559400.0,4817100.0,10991900.0,2797900.0,2187900.0,8624900.0,7285500.0,1212200.0,13297100.0,6168600.0,4162600.0,36257500.0,1747600.0,4199000.0
2023-10-04,53020300.0,20720100.0,361821000.0,44203900.0,26752300.0,16880500.0,8842700.0,39842200.0,17009000.0,2027200.0,15755700.0,1798800.0,2956300.0,2820000.0,8045400.0,6166100.0,2569500.0,5523100.0,186200.0,4303700.0,8128700.0,55696400.0,14343500.0,23342000.0,6848700.0,1872000.0,546700.0,3476700.0,10421900.0,11019600.0,2801700.0,4955200.0,23722300.0,6720500.0,3159600.0,2220400.0,1022100.0,3445800.0,11684400.0,2526400.0,2970100.0,4876551.0,7419800.0,1219000.0,19622200.0,9664700.0,7287600.0,28467400.0,1897900.0,3403200.0
2023-10-05,48527900.0,16965600.0,393483000.0,39660600.0,19832600.0,19130000.0,7651500.0,25771200.0,14929400.0,1818800.0,14269500.0,1579700.0,2469300.0,3799600.0,7430000.0,7548600.0,2233600.0,4749300.0,182000.0,5034800.0,8576200.0,49044100.0,11820600.0,18734100.0,5589300.0,1584600.0,496900.0,2706200.0,8601700.0,13037200.0,2790700.0,5993300.0,21279400.0,6449100.0,3599500.0,2950700.0,917500.0,2273000.0,8015400.0,2883700.0,2639300.0,4819539.0,4331700.0,997200.0,20128800.0,8073000.0,4070100.0,29911400.0,1821900.0,3270900.0
2023-10-06,57266700.0,25673600.0,434436000.0,46836700.0,27597600.0,21803900.0,8247000.0,33262200.0,15665500.0,2526300.0,42616200.0,4246700.0,2922500.0,5130700.0,8532900.0,6979300.0,2250800.0,7556900.0,205600.0,4778100.0,10270600.0,58177300.0,13976800.0,17080000.0,6306400.0,1595100.0,608300.0,3204600.0,11471300.0,18348600.0,3647200.0,5802200.0,23760400.0,6854900.0,5370100.0,4745200.0,1108400.0,2696300.0,8901000.0,2838000.0,2293400.0,5284026.0,5364300.0,1203400.0,25367500.0,10190400.0,4209700.0,24718500.0,1571300.0,4969700.0
2023-10-09,42390800.0,19891200.0,409675000.0,38773700.0,19278100.0,22503700.0,6012400.0,19376100.0,10163600.0,1713500.0,21022500.0,1781500.0,1929900.0,2782300.0,5964200.0,4120700.0,1649600.0,4819900.0,242500.0,3299800.0,6964900.0,39953700.0,12096600.0,14859700.0,5125000.0,1094400.0,536100.0,2279400.0,8168600.0,10376600.0,2341600.0,4414100.0,17468100.0,5061100.0,2903300.0,4208100.0,1182500.0,1949400.0,8481500.0,2284300.0,1640800.0,5418473.0,4575800.0,831200.0,22369900.0,8183500.0,6532800.0,20644600.0,846100.0,2890100.0
2023-10-10,43698000.0,20557100.0,368582000.0,42178600.0,27786600.0,19038000.0,6910400.0,24044100.0,13105600.0,2090900.0,16014300.0,2176800.0,3116300.0,3129600.0,8499000.0,4974800.0,2209700.0,6791800.0,220500.0,7288900.0,11288800.0,51960100.0,14429700.0,18902100.0,6245400.0,1193800.0,626700.0,2909100.0,8373800.0,17455200.0,2455700.0,5273500.0,19212100.0,7177200.0,3729000.0,3526700.0,1304900.0,2215500.0,13217400.0,1808700.0,2009000.0,5707039.0,8062400.0,1317400.0,13892000.0,6512900.0,5705500.0,23164300.0,1335500.0,2561500.0
2023-10-11,47551100.0,20063200.0,378137000.0,40741800.0,25884300.0,22036300.0,5641700.0,19262600.0,12658000.0,3307500.0,12026100.0,1449800.0,2292800.0,2919400.0,7642900.0,4499200.0,2178900.0,3977400.0,145200.0,9151400.0,8698200.0,38508200.0,14835900.0,12763900.0,8928700.0,1672500.0,515000.0,1727000.0,8068500.0,10866200.0,2819300.0,6922900.0,24221200.0,5375100.0,3189800.0,5850600.0,1207100.0,2444900.0,8470700.0,4523100.0,1538200.0,3580573.0,7394000.0,942500.0,57939000.0,12570700.0,7300700.0,22401400.0,931400.0,2208500.0
2023-10-12,56743100.0,19313100.0,481325000.0,55528600.0,24765500.0,20530500.0,6598500.0,23639200.0,11846100.0,4624000.0,13514100.0,1458000.0,2546400.0,3528300.0,10705200.0,5485200.0,2488500.0,6497300.0,171600.0,7376100.0,10484400.0,44249800.0,14878100.0,18112500.0,11654600.0,1727700.0,744200.0,2377200.0,9412300.0,13497100.0,2377300.0,5792400.0,21809900.0,5124000.0,4554400.0,4063500.0,2026200.0,5081600.0,10728800.0,3052600.0,1910500.0,3861746.0,5668300.0,1375200.0,31183000.0,7397000.0,3859500.0,27972800.0,888400.0,3250400.0
2023-10-13,51427100.0,21072400.0,474115000.0,45786600.0,23420500.0,21341000.0,5879400.0,28390100.0,14413800.0,2832600.0,13809000.0,1243900.0,2092700.0,2646500.0,8774700.0,4780100.0,2220300.0,4651400.0,273200.0,6312600.0,29427000.0,55089700.0,28077900.0,32082900.0,6442800.0,1785200.0,1263400.0,2951500.0,12412900.0,12048500.0,5245400.0,5359800.0,32388100.0,5787500.0,4304700.0,3963800.0,2004300.0,3365600.0,12824800.0,3473200.0,1918300.0,4578337.0,8215700.0,1074200.0,30276500.0,8042800.0,5589100.0,22319200.0,1214200.0,3638500.0
2023-10-16,52517000.0,22158000.0,375099000.0,42832900.0,28501900.0,16536100.0,5488000.0,29555800.0,11736600.0,2179700.0,14348100.0,1428300.0,2567000.0,2774700.0,10845400.0,4595900.0,2139900.0,3872700.0,237700.0,5128900.0,12663500.0,56817500.0,18419000.0,25044200.0,7901500.0,2273900.0,695400.0,2586300.0,20509400.0,14267700.0,3827600.0,6408100.0,63317400.0,6473500.0,3704400.0,2941500.0,1247700.0,3088700.0,12328400.0,2459400.0,1678600.0,5616698.0,4701000.0,1202600.0,18452000.0,5446000.0,3769500.0,17089400.0,1182400.0,5001400.0
2023-10-17,57549400.0,18338500.0,812333000.0,49344600.0,23515800.0,16387800.0,5261800.0,24993600.0,17105900.0,2355300.0,10893000.0,1404600.0,2139700.0,2627500.0,9253800.0,6086700.0,1698900.0,3387900.0,212300.0,5908400.0,11482700.0,95344200.0,16982300.0,20258100.0,12324800.0,4123000.0,578500.0,3919400.0,15991300.0,10325200.0,2586000.0,12244400.0,40015800.0,5827200.0,5372400.0,2911700.0,1355200.0,2643900.0,13223400.0,2863200.0,2110100.0,4916647.0,5121800.0,899800.0,19775400.0,7538300.0,4213800.0,13365500.0,920300.0,4833900.0
2023-10-18,54764400.0,23153600.0,627294000.0,42699500.0,23375000.0,16851000.0,5123900.0,22086000.0,13087300.0,2614500.0,10559100.0,1311900.0,2720100.0,4559200.0,8757300.0,4110700.0,2694700.0,2940800.0,456300.0,11429600.0,9620300.0,68371100.0,16053200.0,23232600.0,34732300.0,3460300.0,664500.0,2632200.0,9949100.0,10514500.0,2551400.0,9097300.0,30307600.0,7136400.0,4910500.0,2049100.0,2134800.0,4346800.0,11816100.0,2789100.0,4257100.0,6080433.0,6268100.0,1495000.0,23380300.0,6893500.0,4781900.0,13593300.0,1486600.0,3459200.0
2023-10-19,59302900.0,25052100.0,501233000.0,60961400.0,26066000.0,18709200.0,7989200.0,29201800.0,16325600.0,2809300.0,11745900.0,2019600.0,3028600.0,5646200.0,8391100.0,5610800.0,2944200.0,4249500.0,436300.0,28074400.0,11143600.0,58611000.0,16120300.0,17483300.0,17486100.0,3211800.0,1040800.0,4642200.0,9981700.0,16298500.0,2351200.0,7733800.0,26880300.0,7647600.0,6147100.0,3493700.0,2014500.0,3793700.0,13169000.0,2536400.0,3850000.0,5035055.0,4043700.0,1348000.0,20972500.0,6580200.0,4491300.0,11580400.0,1249200.0,3877500.0
2023-10-20,64244000.0,25027700.0,477266000.0,56406400.0,26335700.0,22312300.0,21831400.0,32303300.0,23888700.0,2729200.0,15056700.0,2295400.0,2885300.0,3779200.0,7823500.0,4699000.0,2776100.0,4215700.0,313700.0,12782900.0,13332900.0,62058400.0,17498900.0,21396500.0,11270600.0,2329000.0,850300.0,8268100.0,9786400.0,20982500.0,2811100.0,7207000.0,39407900.0,12467500.0,4223800.0,3666900.0,1599300.0,2926100.0,11638300.0,2455000.0,3103500.0,9714760.0,4523500.0,1468100.0,22445300.0,7458300.0,5289400.0,17798900.0,1334100.0,4449300.0
2023-10-23,55980100.0,24374700.0,478530000.0,48260000.0,26317900.0,17796800.0,10722600.0,53924700.0,17760000.0,2172600.0,17097000.0,1776500.0,2590900.0,3409800.0,5966100.0,4481000.0,2322100.0,3189800.0,266800.0,7390000.0,10133400.0,59857200.0,13785800.0,21333500.0,12847100.0,2959800.0,469500.0,5313500.0,10885600.0,13629400.0,2357700.0,5874000.0,29412100.0,8493000.0,3903300.0,2781900.0,1897500.0,3917500.0,10028300.0,2433500.0,3193200.0,7300229.0,4146200.0,1308100.0,18185000.0,16232400.0,5969400.0,15200700.0,1648700.0,4565100.0
2023-10-24,43816600.0,31153600.0,401463000.0,46477400.0,44814300.0,19525500.0,6174000.0,52673900.0,14824200.0,2358100.0,17535000.0,1678600.0,2705200.0,2468000.0,9252200.0,3600200.0,2107500.0,2518100.0,188500.0,6459200.0,8881400.0,55975700.0,15097800.0,17181000.0,9265500.0,1697100.0,657200.0,3521100.0,9022900.0,9733900.0,1978200.0,6155300.0,26923800.0,6347900.0,3362900.0,2633000.0,2376600.0,5925600.0,9442800.0,2253000.0,2304600.0,15904078.0,4652900.0,899100.0,16786100.0,17689900.0,4664400.0,20060300.0,1590000.0,4195600.0
2023-10-25,57157000.0,55053800.0,398379000.0,74577500.0,84366200.0,42192500.0,7081700.0,44658500.0,14384700.0,2526000.0,16621800.0,1757500.0,2962800.0,2759100.0,7054700.0,5497300.0,2406200.0,4123200.0,235400.0,6299600.0,8242600.0,45522400.0,13849000.0,15570100.0,8461700.0,1809300.0,562000.0,2841400.0,8056400.0,22784100.0,2380100.0,5880800.0,28857900.0,7849200.0,5461500.0,2283300.0,7906700.0,7514900.0,11766100.0,2302300.0,2542400.0,8224191.0,13806400.0,773900.0,22047300.0,10502400.0,5010600.0,19262400.0,1492900.0,4889700.0
2023-10-26,70625300.0,37828500.0,541001000.0,100419500.0,57061100.0,66684100.0,7565600.0,59142500.0,17594500.0,2876700.0,16220100.0,1925300.0,3108200.0,2702600.0,11222600.0,6201700.0,2855500.0,3092400.0,289200.0,6849700.0,9109400.0,60921000.0,15480300.0,25109600.0,10903200.0,2011200.0,856400.0,3378000.0,14097600.0,17045600.0,2675800.0,7612500.0,27162700.0,11335700.0,5569400.0,2846500.0,2971200.0,3409600.0,25054000.0,2269900.0,3859200.0,9738191.0,6961800.0,1124900.0,18768300.0,10830400.0,6066500.0,17357800.0,2168400.0,3985100.0
2023-10-27,58499100.0,29856500.0,416784000.0,125309300.0,44566500.0,29596300.0,5207900.0,84128200.0,13333900.0,2985600.0,13829700.0,1503100.0,2907300.0,3209000.0,9602700.0,8293600.0,2371400.0,3448200.0,209800.0,4997600.0,17434700.0,64709300.0,13582800.0,20654700.0,11099100.0,2601700.0,543000.0,3442500.0,10574800.0,18382700.0,2585600.0,11385800.0,33877100.0,8933800.0,9427200.0,2717400.0,2495600.0,3966200.0,17895400.0,2874900.0,3229900.0,6677237.0,4606300.0,1436400.0,23092000.0,24524300.0,5312500.0,11921000.0,1945300.0,3619600.0
2023-10-30,51131000.0,22828100.0,388028000.0,72485500.0,28940100.0,28435100.0,5433700.0,36656300.0,13322400.0,2806900.0,12653700.0,1696200.0,3074400.0,6305100.0,8206700.0,7852700.0,2683200.0,3852700.0,209900.0,5317100.0,9855500.0,41891900.0,14141900.0,21777500.0,9769600.0,3065200.0,528100.0,3303300.0,9293000.0,13168900.0,2555400.0,8205300.0,33063500.0,6915500.0,9258500.0,2290900.0,2946500.0,5493600.0,29683000.0,2974600.0,4478300.0,5611435.0,5507100.0,1277500.0,19379900.0,13857100.0,5830500.0,11017700.0,1478000.0,3380500.0
2023-10-31,44846000.0,20265300.0,517969000.0,51589400.0,26292300.0,19434200.0,6258400.0,41185200.0,13509300.0,2052300.0,14168400.0,1394700.0,3036000.0,3990600.0,6558500.0,9308300.0,3181200.0,5549400.0,218300.0,3877600.0,9672500.0,50106700.0,11919200.0,16373100.0,8949000.0,2611000.0,508900.0,3737200.0,13193500.0,12942500.0,2464200.0,7576900.0,42648200.0,7522600.0,10394000.0,3661400.0,2895400.0,5208200.0,14670400.0,4885100.0,12093300.0,6349452.0,5043000.0,1233200.0,22185200.0,14261300.0,4505000.0,19978300.0,2020700.0,3236800.0
2023-11-01,56934900.0,28158800.0,437593000.0,61529400.0,30082400.0,20434600.0,8602400.0,41710700.0,14300700.0,2644500.0,14899500.0,1735300.0,2747300.0,3543000.0,7272400.0,14292500.0,3070100.0,3081500.0,310500.0,4806100.0,9432000.0,44046300.0,19850300.0,16011000.0,9429000.0,2345400.0,537100.0,2332600.0,13862700.0,25259700.0,2747400.0,5733000.0,23568300.0,5838100.0,4207800.0,2935900.0,2275400.0,3766300.0,11280800.0,2509600.0,4932800.0,12703791.0,5832200.0,1073000.0,28984900.0,10819600.0,8350900.0,13428900.0,1564900.0,3244000.0
2023-11-02,77334800.0,24348100.0,409172000.0,52236700.0,27124600.0,21631800.0,5918300.0,35440000.0,17459700.0,2634800.0,15492300.0,2100600.0,3628000.0,4109700.0,8135100.0,23396300.0,2220100.0,3817800.0,504900.0,4476000.0,10186200.0,63278300.0,19998500.0,23283600.0,11638000.0,2597000.0,1174000.0,3108400.0,14948800.0,35348000.0,2350900.0,5349100.0,29640900.0,5379100.0,4066800.0,5181300.0,1713900.0,2535900.0,13436100.0,2470400.0,7749900.0,9398127.0,4313000.0,1259300.0,25212700.0,11099100.0,9068700.0,15076500.0,1586700.0,2876800.0
2023-11-03,79829200.0,23637700.0,424610000.0,44059800.0,26393100.0,16764300.0,7280000.0,30502700.0,17644900.0,2066300.0,17240100.0,1826800.0,3071900.0,3126500.0,7568000.0,15995700.0,2755300.0,4341100.0,580500.0,3667100.0,9538700.0,62613600.0,16147500.0,20287700.0,14951100.0,3742000.0,894200.0,2667700.0,12839200.0,18742100.0,2739500.0,4926800.0,28071000.0,6005900.0,5414500.0,3056500.0,1921800.0,2930400.0,14479300.0,2509800.0,3929500.0,6941620.0,4485100.0,1173200.0,30555600.0,13160000.0,5935600.0,13938000.0,1339300.0,2196700.0
2023-11-06,63841300.0,23828300.0,400733000.0,44970400.0,19052700.0,12887700.0,6062800.0,23877200.0,15429600.0,2593400.0,14529000.0,2056900.0,2890300.0,3090600.0,5231900.0,7532000.0,1920400.0,3696200.0,479000.0,3003200.0,7625100.0,45548000.0,15148600.0,20843900.0,8140300.0,2087600.0,469400.0,2490000.0,10606400.0,17246800.0,2684900.0,4851400.0,27381200.0,5951200.0,4377000.0,3978500.0,1613800.0,2362600.0,17627100.0,2768100.0,2891500.0,6131806.0,4222200.0,925900.0,19097300.0,10634200.0,4610800.0,9299500.0,1464000.0,2535300.0
2023-11-07,70530000.0,25833900.0,343165000.0,53553500.0,29757300.0,14055600.0,7412600.0,32052000.0,15153100.0,3993600.0,15023400.0,1373100.0,2629000.0,2360800.0,7745800.0,6239500.0,2150300.0,2859100.0,308300.0,3291100.0,6297900.0,33081900.0,13796900.0,11463200.0,7657700.0,1505000.0,440800.0,1583300.0,10955900.0,13038500.0,2604800.0,4840400.0,18086400.0,6616400.0,5024400.0,3168200.0,1708700.0,2212500.0,20836100.0,2526500.0,4074000.0,5237415.0,4012900.0,1711400.0,20272500.0,15054600.0,5491000.0,9615500.0,2647400.0,3172100.0
2023-11-08,49340300.0,26767800.0,346719000.0,44521700.0,26425800.0,13609700.0,10994900.0,33483400.0,13633800.0,3079200.0,15591900.0,1343600.0,2454900.0,2223300.0,8639700.0,7453000.0,3077500.0,4514000.0,235100.0,2356800.0,7618200.0,31896000.0,19418700.0,14761600.0,8075200.0,1484400.0,482200.0,1804500.0,6386800.0,20518500.0,1769200.0,5460000.0,29398300.0,8152100.0,5299100.0,7776400.0,1848100.0,1611900.0,11252800.0,1916800.0,2532500.0,6065021.0,2984200.0,1178000.0,19184100.0,12654100.0,5884300.0,12781600.0,1631400.0,2229400.0
2023-11-09,53763500.0,24847300.0,540496000.0,36235400.0,23747800.0,16103100.0,6853900.0,48955800.0,21039400.0,2336600.0,15080100.0,1288400.0,4059100.0,2501700.0,9154200.0,7607000.0,3271000.0,5604600.0,205900.0,2735500.0,7992500.0,32267900.0,14006500.0,19128400.0,9497200.0,1787900.0,437100.0,2052900.0,8548700.0,12568700.0,1819600.0,6973600.0,28737700.0,7377000.0,14970300.0,6279800.0,2042400.0,2316900.0,12175400.0,2266000.0,2708800.0,5786605.0,4576300.0,1094900.0,18380500.0,10359500.0,4306200.0,17147900.0,1305400.0,1924800.0
2023-11-10,66133400.0,28042100.0,421245000.0,49287800.0,26913300.0,19096200.0,5233900.0,38862500.0,17369000.0,3062700.0,14319900.0,1908800.0,3653500.0,2664900.0,8897700.0,7338500.0,2381500.0,6235800.0,226400.0,4440600.0,7983300.0,32858500.0,14706600.0,11912500.0,8924000.0,1781400.0,522700.0,2088100.0,6356000.0,9682100.0,2480800.0,6930700.0,33844100.0,7627100.0,4586400.0,3645900.0,1896500.0,2110000.0,12697600.0,2070600.0,2525200.0,4382618.0,4788500.0,1311800.0,17825500.0,11988200.0,4602300.0,12776100.0,1378100.0,2062300.0
2023-11-13,43627500.0,19986500.0,384136000.0,35680600.0,18324800.0,16908900.0,5740500.0,24558300.0,14931600.0,2505100.0,15408900.0,1650700.0,4586700.0,2591900.0,7055600.0,7120800.0,3155700.0,4016000.0,241500.0,2896100.0,6676300.0,28521800.0,12159700.0,16332100.0,4868400.0,1403300.0,356400.0,1753600.0,9827200.0,11861100.0,1507900.0,5889300.0,35519900.0,5878200.0,4454700.0,5744800.0,1675000.0,1683000.0,12047100.0,1579800.0,3035700.0,5753776.0,13040300.0,1418100.0,15308400.0,8747700.0,3225700.0,8951800.0,1420000.0,2071300.0
2023-11-14,60108400.0,27683900.0,416954000.0,56674600.0,32395200.0,17179400.0,6733700.0,45457400.0,18331000.0,2884900.0,19792500.0,2037600.0,7952800.0,2647800.0,9674800.0,8323000.0,4237600.0,7656100.0,298700.0,4060900.0,9927700.0,66676300.0,20183800.0,26218500.0,12287700.0,3592700.0,1011000.0,2968600.0,15361400.0,16775400.0,2454000.0,6713600.0,40084300.0,6944400.0,4509200.0,3827600.0,1822400.0,2900000.0,12025300.0,2060000.0,3441800.0,6007634.0,7280100.0,2115800.0,18260500.0,11224400.0,5421700.0,13399500.0,1350500.0,3825300.0
